id_education;cycle;year;total
28047058;total;2024-2025;37
28047058;infantil_i_ciclo;2020-2021;33
28047058;infantil_i_ciclo;2021-2022;36
28047058;infantil_i_ciclo;2022-2023;40
28047058;infantil_i_ciclo;2023-2024;40
28047058;infantil_i_ciclo;2024-2025;37
28046352;total;2020-2021;575
28046352;total;2021-2022;568
28046352;total;2022-2023;634
28046352;total;2023-2024;655
28046352;total;2024-2025;681
28046352;eso;2020-2021;398
28046352;eso;2021-2022;394
28046352;eso;2022-2023;472
28046352;eso;2023-2024;494
28046352;eso;2024-2025;518
28046352;bachillerato;2020-2021;177
28046352;bachillerato;2021-2022;174
28046352;bachillerato;2022-2023;162
28046352;bachillerato;2023-2024;161
28046352;bachillerato;2024-2025;163
28005519;total;2020-2021;428
28005519;total;2021-2022;405
28005519;total;2022-2023;388
28005519;total;2023-2024;397
28005519;total;2024-2025;410
28005519;infantil_ii_ciclo;2020-2021;69
28005519;infantil_ii_ciclo;2021-2022;63
28005519;infantil_ii_ciclo;2022-2023;69
28005519;infantil_ii_ciclo;2023-2024;67
28005519;infantil_ii_ciclo;2024-2025;80
28005519;primaria;2020-2021;359
28005519;primaria;2021-2022;342
28005519;primaria;2022-2023;319
28005519;primaria;2023-2024;330
28005519;primaria;2024-2025;330
28063878;total;2020-2021;697
28063878;total;2021-2022;720
28063878;total;2022-2023;771
28063878;total;2023-2024;839
28063878;total;2024-2025;897
28063878;infantil_ii_ciclo;2020-2021;226
28063878;infantil_ii_ciclo;2021-2022;240
28063878;infantil_ii_ciclo;2022-2023;211
28063878;infantil_ii_ciclo;2023-2024;201
28063878;infantil_ii_ciclo;2024-2025;182
28063878;primaria;2020-2021;471
28063878;primaria;2021-2022;477
28063878;primaria;2022-2023;503
28063878;primaria;2023-2024;505
28063878;primaria;2024-2025;501
28063878;eso;2020-2021;0
28063878;eso;2021-2022;0
28063878;eso;2022-2023;44
28063878;eso;2023-2024;112
28063878;eso;2024-2025;190
28063878;educación_básica_obligatoria;2020-2021;0
28063878;educación_básica_obligatoria;2021-2022;3
28063878;educación_básica_obligatoria;2022-2023;13
28063878;educación_básica_obligatoria;2023-2024;19
28063878;educación_básica_obligatoria;2024-2025;24
28063878;educación_infantil_especial;2020-2021;0
28063878;educación_infantil_especial;2021-2022;0
28063878;educación_infantil_especial;2022-2023;0
28063878;educación_infantil_especial;2023-2024;2
28063878;educación_infantil_especial;2024-2025;0
28032389;total;2020-2021;474
28032389;total;2021-2022;466
28032389;total;2022-2023;443
28032389;total;2023-2024;441
28032389;total;2024-2025;434
28032389;infantil_ii_ciclo;2020-2021;149
28032389;infantil_ii_ciclo;2021-2022;150
28032389;infantil_ii_ciclo;2022-2023;136
28032389;infantil_ii_ciclo;2023-2024;130
28032389;infantil_ii_ciclo;2024-2025;118
28032389;primaria;2020-2021;325
28032389;primaria;2021-2022;316
28032389;primaria;2022-2023;307
28032389;primaria;2023-2024;311
28032389;primaria;2024-2025;316
28043570;total;2020-2021;110
28043570;total;2021-2022;119
28043570;total;2022-2023;113
28043570;total;2023-2024;111
28043570;total;2024-2025;117
28043570;infantil_i_ciclo;2020-2021;110
28043570;infantil_i_ciclo;2021-2022;119
28043570;infantil_i_ciclo;2022-2023;113
28043570;infantil_i_ciclo;2023-2024;111
28043570;infantil_i_ciclo;2024-2025;117
28042929;total;2020-2021;71
28042929;total;2021-2022;94
28042929;total;2022-2023;70
28042929;total;2023-2024;77
28042929;total;2024-2025;97
28042929;fpb;2020-2021;71
28042929;fpb;2021-2022;94
28042929;fpb;2022-2023;70
28042929;fpb;2023-2024;77
28042929;fpb;2024-2025;97
28030401;total;2020-2021;421
28030401;total;2021-2022;410
28030401;total;2022-2023;414
28030401;total;2023-2024;403
28030401;total;2024-2025;395
28030401;infantil_ii_ciclo;2020-2021;115
28030401;infantil_ii_ciclo;2021-2022;124
28030401;infantil_ii_ciclo;2022-2023;113
28030401;infantil_ii_ciclo;2023-2024;100
28030401;infantil_ii_ciclo;2024-2025;118
28030401;primaria;2020-2021;306
28030401;primaria;2021-2022;286
28030401;primaria;2022-2023;301
28030401;primaria;2023-2024;303
28030401;primaria;2024-2025;277
28069212;total;2020-2021;649
28069212;total;2021-2022;583
28069212;total;2022-2023;543
28069212;total;2023-2024;481
28069212;total;2024-2025;446
28069212;infantil_i_ciclo;2020-2021;0
28069212;infantil_i_ciclo;2021-2022;0
28069212;infantil_i_ciclo;2022-2023;39
28069212;infantil_i_ciclo;2023-2024;41
28069212;infantil_i_ciclo;2024-2025;41
28069212;infantil_ii_ciclo;2020-2021;152
28069212;infantil_ii_ciclo;2021-2022;126
28069212;infantil_ii_ciclo;2022-2023;102
28069212;infantil_ii_ciclo;2023-2024;76
28069212;infantil_ii_ciclo;2024-2025;68
28069212;primaria;2020-2021;497
28069212;primaria;2021-2022;457
28069212;primaria;2022-2023;402
28069212;primaria;2023-2024;364
28069212;primaria;2024-2025;330
28069212;educación_básica_obligatoria;2020-2021;0
28069212;educación_básica_obligatoria;2021-2022;0
28069212;educación_básica_obligatoria;2022-2023;0
28069212;educación_básica_obligatoria;2023-2024;0
28069212;educación_básica_obligatoria;2024-2025;5
28069212;educación_infantil_especial;2020-2021;0
28069212;educación_infantil_especial;2021-2022;0
28069212;educación_infantil_especial;2022-2023;0
28069212;educación_infantil_especial;2023-2024;0
28069212;educación_infantil_especial;2024-2025;2
28042097;total;2020-2021;401
28042097;total;2021-2022;431
28042097;total;2022-2023;501
28042097;total;2023-2024;481
28042097;total;2024-2025;509
28042097;eso;2020-2021;328
28042097;eso;2021-2022;356
28042097;eso;2022-2023;418
28042097;eso;2023-2024;403
28042097;eso;2024-2025;402
28042097;bachillerato;2020-2021;73
28042097;bachillerato;2021-2022;75
28042097;bachillerato;2022-2023;83
28042097;bachillerato;2023-2024;78
28042097;bachillerato;2024-2025;107
28003961;total;2020-2021;399
28003961;total;2021-2022;403
28003961;total;2022-2023;377
28003961;total;2023-2024;363
28003961;total;2024-2025;369
28003961;infantil_ii_ciclo;2020-2021;115
28003961;infantil_ii_ciclo;2021-2022;123
28003961;infantil_ii_ciclo;2022-2023;121
28003961;infantil_ii_ciclo;2023-2024;98
28003961;infantil_ii_ciclo;2024-2025;94
28003961;primaria;2020-2021;284
28003961;primaria;2021-2022;280
28003961;primaria;2022-2023;256
28003961;primaria;2023-2024;265
28003961;primaria;2024-2025;275
28024460;total;2020-2021;237
28024460;total;2021-2022;228
28024460;total;2022-2023;224
28024460;total;2023-2024;226
28024460;total;2024-2025;217
28024460;infantil_ii_ciclo;2020-2021;76
28024460;infantil_ii_ciclo;2021-2022;72
28024460;infantil_ii_ciclo;2022-2023;64
28024460;infantil_ii_ciclo;2023-2024;61
28024460;infantil_ii_ciclo;2024-2025;57
28024460;primaria;2020-2021;161
28024460;primaria;2021-2022;156
28024460;primaria;2022-2023;160
28024460;primaria;2023-2024;165
28024460;primaria;2024-2025;160
28064044;total;2020-2021;294
28064044;total;2021-2022;301
28064044;total;2022-2023;284
28064044;total;2023-2024;294
28064044;total;2024-2025;264
28064044;eso;2020-2021;253
28064044;eso;2021-2022;242
28064044;eso;2022-2023;242
28064044;eso;2023-2024;243
28064044;eso;2024-2025;205
28064044;bachillerato;2020-2021;41
28064044;bachillerato;2021-2022;59
28064044;bachillerato;2022-2023;42
28064044;bachillerato;2023-2024;51
28064044;bachillerato;2024-2025;59
28023327;total;2020-2021;715
28023327;total;2021-2022;732
28023327;total;2022-2023;749
28023327;total;2023-2024;771
28023327;total;2024-2025;736
28023327;eso;2020-2021;461
28023327;eso;2021-2022;491
28023327;eso;2022-2023;484
28023327;eso;2023-2024;497
28023327;eso;2024-2025;459
28023327;bachillerato;2020-2021;172
28023327;bachillerato;2021-2022;162
28023327;bachillerato;2022-2023;170
28023327;bachillerato;2023-2024;163
28023327;bachillerato;2024-2025;165
28023327;fp_gm;2020-2021;40
28023327;fp_gm;2021-2022;42
28023327;fp_gm;2022-2023;34
28023327;fp_gm;2023-2024;36
28023327;fp_gm;2024-2025;28
28023327;fp_gs;2020-2021;0
28023327;fp_gs;2021-2022;0
28023327;fp_gs;2022-2023;23
28023327;fp_gs;2023-2024;44
28023327;fp_gs;2024-2025;44
28023327;fpb;2020-2021;42
28023327;fpb;2021-2022;37
28023327;fpb;2022-2023;38
28023327;fpb;2023-2024;31
28023327;fpb;2024-2025;40
28003791;total;2020-2021;434
28003791;total;2021-2022;413
28003791;total;2022-2023;410
28003791;total;2023-2024;399
28003791;total;2024-2025;367
28003791;infantil_ii_ciclo;2020-2021;133
28003791;infantil_ii_ciclo;2021-2022;111
28003791;infantil_ii_ciclo;2022-2023;112
28003791;infantil_ii_ciclo;2023-2024;100
28003791;infantil_ii_ciclo;2024-2025;95
28003791;primaria;2020-2021;301
28003791;primaria;2021-2022;302
28003791;primaria;2022-2023;298
28003791;primaria;2023-2024;299
28003791;primaria;2024-2025;272
28031051;total;2020-2021;442
28031051;total;2021-2022;440
28031051;total;2022-2023;470
28031051;total;2023-2024;461
28031051;total;2024-2025;455
28031051;infantil_ii_ciclo;2020-2021;141
28031051;infantil_ii_ciclo;2021-2022;142
28031051;infantil_ii_ciclo;2022-2023;159
28031051;infantil_ii_ciclo;2023-2024;150
28031051;infantil_ii_ciclo;2024-2025;144
28031051;primaria;2020-2021;301
28031051;primaria;2021-2022;298
28031051;primaria;2022-2023;311
28031051;primaria;2023-2024;311
28031051;primaria;2024-2025;311
28035551;total;2020-2021;449
28035551;total;2021-2022;426
28035551;total;2022-2023;415
28035551;total;2023-2024;415
28035551;total;2024-2025;397
28035551;infantil_ii_ciclo;2020-2021;138
28035551;infantil_ii_ciclo;2021-2022;131
28035551;infantil_ii_ciclo;2022-2023;132
28035551;infantil_ii_ciclo;2023-2024;121
28035551;infantil_ii_ciclo;2024-2025;116
28035551;primaria;2020-2021;311
28035551;primaria;2021-2022;295
28035551;primaria;2022-2023;283
28035551;primaria;2023-2024;294
28035551;primaria;2024-2025;281
28064093;total;2020-2021;112
28064093;total;2021-2022;116
28064093;total;2022-2023;113
28064093;total;2023-2024;107
28064093;total;2024-2025;116
28064093;infantil_i_ciclo;2020-2021;112
28064093;infantil_i_ciclo;2021-2022;116
28064093;infantil_i_ciclo;2022-2023;113
28064093;infantil_i_ciclo;2023-2024;107
28064093;infantil_i_ciclo;2024-2025;116
28044343;total;2020-2021;86
28044343;total;2021-2022;112
28044343;total;2022-2023;107
28044343;total;2023-2024;75
28044343;total;2024-2025;108
28044343;infantil_i_ciclo;2020-2021;86
28044343;infantil_i_ciclo;2021-2022;112
28044343;infantil_i_ciclo;2022-2023;107
28044343;infantil_i_ciclo;2023-2024;75
28044343;infantil_i_ciclo;2024-2025;108
28025971;total;2020-2021;350
28025971;total;2021-2022;394
28025971;total;2022-2023;415
28025971;total;2023-2024;418
28025971;total;2024-2025;416
28025971;infantil_ii_ciclo;2020-2021;109
28025971;infantil_ii_ciclo;2021-2022;142
28025971;infantil_ii_ciclo;2022-2023;140
28025971;infantil_ii_ciclo;2023-2024;132
28025971;infantil_ii_ciclo;2024-2025;125
28025971;primaria;2020-2021;241
28025971;primaria;2021-2022;252
28025971;primaria;2022-2023;275
28025971;primaria;2023-2024;286
28025971;primaria;2024-2025;291
28002464;total;2020-2021;315
28002464;total;2021-2022;270
28002464;total;2022-2023;251
28002464;total;2023-2024;233
28002464;total;2024-2025;203
28002464;infantil_ii_ciclo;2020-2021;53
28002464;infantil_ii_ciclo;2021-2022;57
28002464;infantil_ii_ciclo;2022-2023;64
28002464;infantil_ii_ciclo;2023-2024;60
28002464;infantil_ii_ciclo;2024-2025;57
28002464;primaria;2020-2021;262
28002464;primaria;2021-2022;213
28002464;primaria;2022-2023;187
28002464;primaria;2023-2024;173
28002464;primaria;2024-2025;146
28045049;total;2020-2021;717
28045049;total;2021-2022;756
28045049;total;2022-2023;817
28045049;total;2023-2024;806
28045049;total;2024-2025;795
28045049;eso;2020-2021;546
28045049;eso;2021-2022;563
28045049;eso;2022-2023;588
28045049;eso;2023-2024;582
28045049;eso;2024-2025;601
28045049;bachillerato;2020-2021;171
28045049;bachillerato;2021-2022;193
28045049;bachillerato;2022-2023;229
28045049;bachillerato;2023-2024;224
28045049;bachillerato;2024-2025;194
28022207;total;2020-2021;702
28022207;total;2021-2022;747
28022207;total;2022-2023;798
28022207;total;2023-2024;777
28022207;total;2024-2025;778
28022207;eso;2020-2021;461
28022207;eso;2021-2022;466
28022207;eso;2022-2023;487
28022207;eso;2023-2024;461
28022207;eso;2024-2025;448
28022207;bachillerato;2020-2021;213
28022207;bachillerato;2021-2022;218
28022207;bachillerato;2022-2023;218
28022207;bachillerato;2023-2024;208
28022207;bachillerato;2024-2025;200
28022207;fp_gm;2020-2021;0
28022207;fp_gm;2021-2022;30
28022207;fp_gm;2022-2023;46
28022207;fp_gm;2023-2024;48
28022207;fp_gm;2024-2025;55
28022207;fp_gs;2020-2021;0
28022207;fp_gs;2021-2022;0
28022207;fp_gs;2022-2023;13
28022207;fp_gs;2023-2024;27
28022207;fp_gs;2024-2025;43
28022207;fpb;2020-2021;28
28022207;fpb;2021-2022;33
28022207;fpb;2022-2023;34
28022207;fpb;2023-2024;33
28022207;fpb;2024-2025;32
28043821;total;2020-2021;109
28043821;total;2021-2022;106
28043821;total;2022-2023;112
28043821;total;2023-2024;112
28043821;total;2024-2025;110
28043821;infantil_i_ciclo;2020-2021;56
28043821;infantil_i_ciclo;2021-2022;59
28043821;infantil_i_ciclo;2022-2023;58
28043821;infantil_i_ciclo;2023-2024;59
28043821;infantil_i_ciclo;2024-2025;60
28043821;infantil_ii_ciclo;2020-2021;53
28043821;infantil_ii_ciclo;2021-2022;47
28043821;infantil_ii_ciclo;2022-2023;54
28043821;infantil_ii_ciclo;2023-2024;53
28043821;infantil_ii_ciclo;2024-2025;50
28046959;total;2020-2021;134
28046959;total;2021-2022;135
28046959;total;2022-2023;133
28046959;total;2023-2024;132
28046959;total;2024-2025;135
28046959;infantil_i_ciclo;2020-2021;134
28046959;infantil_i_ciclo;2021-2022;135
28046959;infantil_i_ciclo;2022-2023;133
28046959;infantil_i_ciclo;2023-2024;132
28046959;infantil_i_ciclo;2024-2025;135
28037636;total;2020-2021;392
28037636;total;2021-2022;417
28037636;total;2022-2023;433
28037636;total;2023-2024;416
28037636;total;2024-2025;388
28037636;infantil_ii_ciclo;2020-2021;133
28037636;infantil_ii_ciclo;2021-2022;134
28037636;infantil_ii_ciclo;2022-2023;136
28037636;infantil_ii_ciclo;2023-2024;121
28037636;infantil_ii_ciclo;2024-2025;95
28037636;primaria;2020-2021;259
28037636;primaria;2021-2022;283
28037636;primaria;2022-2023;297
28037636;primaria;2023-2024;295
28037636;primaria;2024-2025;293
28005684;total;2020-2021;294
28005684;total;2021-2022;302
28005684;total;2022-2023;365
28005684;total;2023-2024;365
28005684;total;2024-2025;327
28005684;infantil_i_ciclo;2020-2021;0
28005684;infantil_i_ciclo;2021-2022;0
28005684;infantil_i_ciclo;2022-2023;36
28005684;infantil_i_ciclo;2023-2024;39
28005684;infantil_i_ciclo;2024-2025;36
28005684;infantil_ii_ciclo;2020-2021;44
28005684;infantil_ii_ciclo;2021-2022;59
28005684;infantil_ii_ciclo;2022-2023;68
28005684;infantil_ii_ciclo;2023-2024;58
28005684;infantil_ii_ciclo;2024-2025;51
28005684;primaria;2020-2021;250
28005684;primaria;2021-2022;243
28005684;primaria;2022-2023;261
28005684;primaria;2023-2024;268
28005684;primaria;2024-2025;240
28031521;total;2020-2021;440
28031521;total;2021-2022;421
28031521;total;2022-2023;405
28031521;total;2023-2024;402
28031521;total;2024-2025;376
28031521;infantil_ii_ciclo;2020-2021;137
28031521;infantil_ii_ciclo;2021-2022;126
28031521;infantil_ii_ciclo;2022-2023;122
28031521;infantil_ii_ciclo;2023-2024;108
28031521;infantil_ii_ciclo;2024-2025;95
28031521;primaria;2020-2021;303
28031521;primaria;2021-2022;295
28031521;primaria;2022-2023;283
28031521;primaria;2023-2024;294
28031521;primaria;2024-2025;281
28058597;total;2020-2021;426
28058597;total;2021-2022;386
28058597;total;2022-2023;371
28058597;total;2023-2024;347
28058597;total;2024-2025;325
28058597;infantil_ii_ciclo;2020-2021;122
28058597;infantil_ii_ciclo;2021-2022;115
28058597;infantil_ii_ciclo;2022-2023;108
28058597;infantil_ii_ciclo;2023-2024;90
28058597;infantil_ii_ciclo;2024-2025;74
28058597;primaria;2020-2021;304
28058597;primaria;2021-2022;271
28058597;primaria;2022-2023;263
28058597;primaria;2023-2024;257
28058597;primaria;2024-2025;251
28006366;total;2020-2021;226
28006366;total;2021-2022;227
28006366;total;2022-2023;217
28006366;total;2023-2024;240
28006366;total;2024-2025;240
28006366;infantil_i_ciclo;2020-2021;0
28006366;infantil_i_ciclo;2021-2022;0
28006366;infantil_i_ciclo;2022-2023;0
28006366;infantil_i_ciclo;2023-2024;28
28006366;infantil_i_ciclo;2024-2025;32
28006366;infantil_ii_ciclo;2020-2021;77
28006366;infantil_ii_ciclo;2021-2022;76
28006366;infantil_ii_ciclo;2022-2023;69
28006366;infantil_ii_ciclo;2023-2024;66
28006366;infantil_ii_ciclo;2024-2025;59
28006366;primaria;2020-2021;149
28006366;primaria;2021-2022;151
28006366;primaria;2022-2023;148
28006366;primaria;2023-2024;146
28006366;primaria;2024-2025;149
28038288;total;2020-2021;470
28038288;total;2021-2022;465
28038288;total;2022-2023;438
28038288;total;2023-2024;420
28038288;total;2024-2025;416
28038288;infantil_ii_ciclo;2020-2021;146
28038288;infantil_ii_ciclo;2021-2022;144
28038288;infantil_ii_ciclo;2022-2023;139
28038288;infantil_ii_ciclo;2023-2024;123
28038288;infantil_ii_ciclo;2024-2025;115
28038288;primaria;2020-2021;324
28038288;primaria;2021-2022;321
28038288;primaria;2022-2023;299
28038288;primaria;2023-2024;297
28038288;primaria;2024-2025;301
28030824;total;2020-2021;514
28030824;total;2021-2022;465
28030824;total;2022-2023;458
28030824;total;2023-2024;417
28030824;total;2024-2025;414
28030824;infantil_ii_ciclo;2020-2021;146
28030824;infantil_ii_ciclo;2021-2022;122
28030824;infantil_ii_ciclo;2022-2023;114
28030824;infantil_ii_ciclo;2023-2024;105
28030824;infantil_ii_ciclo;2024-2025;118
28030824;primaria;2020-2021;368
28030824;primaria;2021-2022;343
28030824;primaria;2022-2023;344
28030824;primaria;2023-2024;312
28030824;primaria;2024-2025;296
28037193;total;2020-2021;361
28037193;total;2021-2022;348
28037193;total;2022-2023;347
28037193;total;2023-2024;347
28037193;total;2024-2025;331
28037193;infantil_ii_ciclo;2020-2021;68
28037193;infantil_ii_ciclo;2021-2022;71
28037193;infantil_ii_ciclo;2022-2023;69
28037193;infantil_ii_ciclo;2023-2024;61
28037193;infantil_ii_ciclo;2024-2025;56
28037193;primaria;2020-2021;293
28037193;primaria;2021-2022;277
28037193;primaria;2022-2023;278
28037193;primaria;2023-2024;286
28037193;primaria;2024-2025;275
28043612;total;2020-2021;135
28043612;total;2021-2022;145
28043612;total;2022-2023;131
28043612;total;2023-2024;98
28043612;total;2024-2025;142
28043612;infantil_i_ciclo;2020-2021;87
28043612;infantil_i_ciclo;2021-2022;101
28043612;infantil_i_ciclo;2022-2023;107
28043612;infantil_i_ciclo;2023-2024;94
28043612;infantil_i_ciclo;2024-2025;142
28043612;infantil_ii_ciclo;2020-2021;48
28043612;infantil_ii_ciclo;2021-2022;44
28043612;infantil_ii_ciclo;2022-2023;24
28043612;infantil_ii_ciclo;2023-2024;4
28043612;infantil_ii_ciclo;2024-2025;0
28047460;total;2020-2021;111
28047460;total;2021-2022;125
28047460;total;2022-2023;129
28047460;total;2023-2024;115
28047460;total;2024-2025;110
28047460;infantil_i_ciclo;2020-2021;111
28047460;infantil_i_ciclo;2021-2022;125
28047460;infantil_i_ciclo;2022-2023;129
28047460;infantil_i_ciclo;2023-2024;115
28047460;infantil_i_ciclo;2024-2025;110
